黑龙江移动专线,#genre#
农林卫视,http://113.120.46.204:8123/udp/239.21.1.235:5002
平度新闻,http://113.120.46.204:8123/udp/239.21.1.228:5002
平阴综合,http://113.120.46.204:8123/udp/239.21.1.221:5002
平原新闻,http://113.120.46.204:8123/udp/239.21.1.243:5002
栖霞综合,http://113.120.46.204:8123/udp/239.21.1.229:5002
齐河新闻,http://113.120.46.204:8123/udp/239.21.1.230:5002
青岛1,http://113.120.46.204:8123/udp/239.21.1.69:5002
青岛2,http://113.120.46.204:8123/udp/239.21.1.70:5002
青岛3,http://113.120.46.204:8123/udp/239.21.1.71:5002
青岛4,http://113.120.46.204:8123/udp/239.21.1.72:5002
青岛5,http://113.120.46.204:8123/udp/239.21.1.73:5002
青岛6,http://113.120.46.204:8123/udp/239.21.1.74:5002
青海卫视,http://113.120.46.204:8123/udp/239.21.1.43:5002
青州文化旅游,http://113.120.46.204:8123/udp/239.21.1.231:5002
青州综合,http://113.120.46.204:8123/udp/239.21.1.232:5002
曲阜新闻,http://113.120.46.204:8123/udp/239.21.1.225:5002
日照莒县TV-1,http://113.120.46.204:8123/udp/239.21.1.236:5002
日照科教,http://113.120.46.204:8123/udp/239.21.1.80:5002
日照岚山,http://113.120.46.204:8123/udp/239.21.1.209:5002
日照新闻,http://113.120.46.204:8123/udp/239.21.1.79:5002
荣成综合,http://113.120.46.204:8123/udp/239.21.1.227:5002
乳山,http://113.120.46.204:8123/udp/239.21.1.220:5002
三沙卫视,http://113.120.46.204:8123/udp/239.21.2.9:5002
厦门卫视,http://113.120.46.204:8123/udp/239.21.2.6:5002
山东国际,http://113.120.46.204:8123/udp/239.21.1.61:5002
山东教育,http://113.120.46.204:8123/udp/239.21.1.101:5002
山东教育,http://113.120.46.204:8123/udp/239.21.1.169:5002
山东居家购物,http://113.120.46.204:8123/udp/239.21.1.112:5002
山东农科,http://113.120.46.204:8123/udp/239.21.1.59:5002
山东农科,http://113.120.46.204:8123/udp/239.21.1.183:5002
山东齐鲁,http://113.120.46.204:8123/udp/239.21.1.53:5002
山东齐鲁,http://113.120.46.204:8123/udp/239.21.1.134:5002
山东少儿,http://113.120.46.204:8123/udp/239.21.1.60:5002
山东少儿,http://113.120.46.204:8123/udp/239.21.1.208:5002
山东生活,http://113.120.46.204:8123/udp/239.21.1.56:5002
山东生活,http://113.120.46.204:8123/udp/239.21.1.175:5002
山东体育,http://113.120.46.204:8123/udp/239.21.1.58:5002
山东体育,http://113.120.46.204:8123/udp/239.21.1.141:5002
山东卫视,http://113.120.46.204:8123/udp/239.21.1.52:5002
山东卫视,http://113.120.46.204:8123/udp/239.21.1.87:5002
山东文旅,http://113.120.46.204:8123/udp/239.21.1.57:5002
山东文旅,http://113.120.46.204:8123/udp/239.21.1.176:5002
山东新闻,http://113.120.46.204:8123/udp/239.21.1.54:5002
山东新闻,http://113.120.46.204:8123/udp/239.21.1.140:5002
山东综艺,http://113.120.46.204:8123/udp/239.21.1.55:5002
山东综艺,http://113.120.46.204:8123/udp/239.21.1.177:5002
山西卫视,http://113.120.46.204:8123/udp/239.21.1.33:5002
陕西卫视,http://113.120.46.204:8123/udp/239.21.1.30:5002
上海纪实,http://113.120.46.204:8123/udp/239.21.1.171:5002
莘县,http://113.120.46.204:8123/udp/239.21.1.211:5002
深圳卫视,http://113.120.46.204:8123/udp/239.21.1.25:5002
深圳卫视,http://113.120.46.204:8123/udp/239.21.1.93:5002
生态环境,http://113.120.46.204:8123/udp/239.21.2.42:5002
寿光蔬菜,http://113.120.46.204:8123/udp/239.21.1.218:5002
四川卫视,http://113.120.46.204:8123/udp/239.21.1.34:5002
四川卫视,http://113.120.46.204:8123/udp/239.21.2.15:5002
四海钓鱼,http://113.120.46.204:8123/udp/239.21.2.38:5002
滕州综合,http://113.120.46.204:8123/udp/239.21.1.178:5002
体育赛事,http://113.120.46.204:8123/udp/239.21.2.44:5002
天津卫视,http://113.120.46.204:8123/udp/239.21.1.22:5002
天津卫视,http://113.120.46.204:8123/udp/239.21.1.165:5002
潍坊1,http://113.120.46.204:8123/udp/239.21.1.77:5002
潍坊2,http://113.120.46.204:8123/udp/239.21.1.78:5002
潍坊寿光新闻,http://113.120.46.204:8123/udp/239.21.1.180:5002
文登,http://113.120.46.204:8123/udp/239.21.1.174:5002
无棣综合,http://113.120.46.204:8123/udp/239.21.1.214:5002
五莲新闻,http://113.120.46.204:8123/udp/239.21.1.249:5002
武城新闻,http://113.120.46.204:8123/udp/239.21.1.239:5002
武城影视,http://113.120.46.204:8123/udp/239.21.1.240:5002
西藏卫视,http://113.120.46.204:8123/udp/239.21.1.46:5002
喜剧影院,http://113.120.46.204:8123/udp/239.21.1.122:5002
夏津公共,http://113.120.46.204:8123/udp/239.21.1.102:5002
夏津综合,http://113.120.46.204:8123/udp/239.21.1.106:5002
新疆卫视,http://113.120.46.204:8123/udp/239.21.1.45:5002
新泰乡村,http://113.120.46.204:8123/udp/239.21.1.248:5002
新泰新闻,http://113.120.46.204:8123/udp/239.21.1.210:5002
新闻综合,http://113.120.46.204:8123/udp/239.21.1.193:5002
烟台公共,http://113.120.46.204:8123/udp/239.21.1.117:5002
烟台经济,http://113.120.46.204:8123/udp/239.21.1.205:5002
烟台新闻,http://113.120.46.204:8123/udp/239.21.1.116:5002
烟台影视,http://113.120.46.204:8123/udp/239.21.1.204:5002
兖州新闻,http://113.120.46.204:8123/udp/239.21.1.224:5002
阳信新闻,http://113.120.46.204:8123/udp/239.21.1.252:5002
优漫卡通,http://113.120.46.204:8123/udp/239.21.1.50:5002
优优宝贝,http://113.120.46.204:8123/udp/239.21.2.41:5002
禹城综合,http://113.120.46.204:8123/udp/239.21.1.241:5002
禹城综艺,http://113.120.46.204:8123/udp/239.21.1.242:5002
云南卫视,http://113.120.46.204:8123/udp/239.21.1.40:5002
郓城新闻,http://113.120.46.204:8123/udp/239.21.1.251:5002
沾化综合,http://113.120.46.204:8123/udp/239.21.1.226:5002
长清新闻,http://113.120.46.204:8123/udp/239.21.1.107:5002
浙江卫视,http://113.120.46.204:8123/udp/239.21.1.17:5002
浙江卫视,http://113.120.46.204:8123/udp/239.21.1.90:5002
中国交通,http://113.120.46.204:8123/udp/239.21.1.115:5002
中华特产,http://113.120.46.204:8123/udp/239.21.2.43:5002
重庆卫视,http://113.120.46.204:8123/udp/239.21.1.24:5002
重庆卫视,http://113.120.46.204:8123/udp/239.21.1.233:5002
诸城新闻,http://113.120.46.204:8123/udp/239.21.1.217:5002
淄博都市,http://113.120.46.204:8123/udp/239.21.1.83:5002
淄博公共,http://113.120.46.204:8123/udp/239.21.1.182:5002
淄博科教,http://113.120.46.204:8123/udp/239.21.1.110:5002
淄博生活,http://113.120.46.204:8123/udp/239.21.1.109:5002
淄博新闻,http://113.120.46.204:8123/udp/239.21.1.84:5002
淄博沂源新闻,http://113.120.46.204:8123/udp/239.21.1.114:5002
综合测试,http://113.120.46.204:8123/udp/239.21.1.203:5002
邹城新闻,http://113.120.46.204:8123/udp/239.21.1.185:5002
足球,http://113.120.46.204:8123/udp/239.21.1.162:5002

央视频,#genre#
CCTV1,http://222.223.118.222:2180/live/cctv1/index.m3u8
CCTV2,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV3,http://222.223.118.222:2180/live/cctv3/index.m3u8
CCTV4,http://222.223.118.222:2180/live/cctv4/index.m3u8
CCTV5,http://222.223.118.222:2180/live/cctv5/index.m3u8
CCTV5+,http://222.223.118.222:2180/live/cctv5q/index.m3u8
CCTV6,http://222.223.118.222:2180/live/cctv6/index.m3u8
CCTV7,http://222.223.118.222:2180/live/cctv7/index.m3u8
CCTV8,http://222.223.118.222:2180/live/cctv8/index.m3u8
CCTV9,http://222.223.118.222:2180/live/cctv9/index.m3u8
CCTV10,http://222.223.118.222:2180/live/cctv10/index.m3u8
CCTV11,http://222.223.118.222:2180/live/cctv11/index.m3u8
CCTV12,http://222.223.118.222:2180/live/cctv12/index.m3u8
CCTV13,http://222.223.118.222:2180/live/cctv13/index.m3u8
CCTV14,http://222.223.118.222:2180/live/cctv14/index.m3u8
CCTV15,http://222.223.118.222:2180/live/cctv15/index.m3u8
CCTV16,hhttp://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575402.m3u8
CCTV17,http://222.223.118.222:2180/live/cctv17/index.m3u8
湖南卫视,http://222.223.118.222:2180/live/hunws/index.m3u8
浙江卫视,http://222.223.118.222:2180/live/zjws/index.m3u8
江苏卫视,http://222.223.118.222:2180/live/jsws/index.m3u8
安徽卫视,http://222.223.118.222:2180/live/ahws/index.m3u8
北京卫视,http://222.223.118.222:2180/live/bjws/index.m3u8
天津卫视,http://222.223.118.222:2180/live/tjws/index.m3u8
辽宁卫视,http://222.223.118.222:2180/live/lnws/index.m3u8
山东卫视,http://222.223.118.222:2180/live/sdws/index.m3u8
云南卫视,http://222.223.118.222:2180/live/ynws/index.m3u8
河北卫视,http://222.223.118.222:2180/live/hebws/index.m3u8
河南卫视,http://222.223.118.222:2180/live/henws/index.m3u8
黑龙江卫视,http://222.223.118.222:2180/live/hljws/index.m3u8
四川卫视,http://222.223.118.222:2180/live/scws/index.m3u8
江西卫视,http://222.223.118.222:2180/live/jxws/index.m3u8
贵州卫视,http://222.223.118.222:2180/live/gzws/index.m3u8
深圳卫视,http://222.223.118.222:2180/live/szws/index.m3u8
湖北卫视,http://222.223.118.222:2180/live/hubws/index.m3u8
东方卫视,http://222.223.118.222:2180/live/dfws/index.m3u8
重庆卫视,http://222.223.118.222:2180/live/cqws/index.m3u8
东南卫视,http://222.223.118.222:2180/live/dnws/index.m3u8
广东卫视,http://222.223.118.222:2180/live/gdws/index.m3u8
广西卫视,http://222.223.118.222:2180/live/gxws/index.m3u8
吉林卫视,http://222.223.118.222:2180/live/jlws/index.m3u8
陕西卫视,http://222.223.118.222:2180/live/sxws/index.m3u8
山西卫视,http://222.223.118.222:2180/live/shxws/index.m3u8
内蒙古卫视,http://222.223.118.222:2180/live/nmgws/index.m3u8
青海卫视,http://222.223.118.222:2180/live/qhws/index.m3u8
旅游卫视,http://222.223.118.222:2180/live/lyws/index.m3u8
宁夏卫视,http://222.223.118.222:2180/live/nxws/index.m3u8
甘肃卫视,http://222.223.118.222:2180/live/gsws/index.m3u8
